#001
#002 Common Japanese given names (first names), sourced from the JMnedict file.
#003 JMnedict is copyright (C) 2000-2026 The Electronic Dictionary Research and Development Group.
#004 Used under the Creative Commons Attribution-ShareAlike Licence (V4.0).
#005 https://www.edrdg.org/jmdict/j_jmdict.html
#006
#100
#101 Copyright 2017-2026 Tim Segall
#102
#103 Licensed under the Apache License, Version 2.0 (the "License");
#104 you may not use this file except in compliance with the License.
#105 You may obtain a copy of the License at
#106
#107 http://www.apache.org/licenses/LICENSE-2.0
#108
#109 Unless required by applicable law or agreed to in writing, software
#110 distributed under the License is distributed on an "AS IS" BASIS,
#111 WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.
#112 See the License for the specific language governing permissions and
#113 limitations under the License.
ああ
あず子
あず実
あず早
あず未
あず沙
あず煕
あず紗
あず美
あせは
あせ実
あせ美
あそぎ
あそ乃
あそ実
あたえ
あたか
あたみ
あたらし
あたる
あちこ
あち佳
あっこ
あっと
あっ子
あつえ
あつき
あつこ
あつね
あつは
あつま
あつみ
あつよ
あつ乃
あつ佐
あつ作
あつ佳
あつ依
あつ子
あつ実
あつ帆
あつ希
あつ沙
あつ湖
あつ紗
あつ美
あつ重
あつ香
あづ
あづき
あづさ
あづち
あづま
あづみ
あづ実
あづ左
あづ珠
あづ真
あづ紗
あづ美
あづ葉
あてき
あてな
あてね
あでや
あでれ
あとの
あとり
あと舞
あど
あなみ
あな実
あにい
あに香
あねもね
あねら
あの
あのみ
あのん
あぱぱ
あひる
あぴか
あふひ
あふゆ
あぶみ
あべこ
あぽろ
あま
あまぎ
あまこ
あまじ
あまな
あまね
あまの
あまみ
あまめ
あまや
あまゆ
あまり
あま乃
あま寧
あみ
あみあ
あみい
あみえ
あみか
あみこ
あみゆ
あみよ
あみり
あみる
あみん
あみ世
あみ代
あみ子
あみ恵
あみ慧
あみ枝
あみ江
あみ絵
あみ花
あみ重
あみ香
あむ
あむな
あめり
あも
あもう
あもる
あもれ
あもーる
あや
あやい
あやえ
あやか
あやき
あやこ
あやさ
あやち
あやつ
あやと
あやな
あやね
あやの
あやは
あやみ
あやめ
あやら
あやゑ
あやを
あや乃
あや佐
あや佳
あや咲
あや女
あや子
あや実
あや早
あや果
あや根
あや歌
あや江
あや沙
あや瑳
あや目
あや紗
あや美
あや花
あや芽
あや菜
あや華
あや葉
あや野
あや霞
あや音
あや香
あゆ
あゆう
あゆか
あゆき
あゆこ
あゆち
あゆな
あゆね
あゆの
あゆは
あゆま
あゆみ
あゆむ
あゆら
あゆり
あゆ佳
あゆ味
あゆ夢
あゆ子
あゆ実
あゆ巳
あゆ望
あゆ未
あゆ海
あゆ瞳
あゆ笑
あゆ紗
あゆ美
あゆ花
あゆ菜
あゆ葉
あゆ見
あゆ里
あゆ香
あよこ
あよみ
あよ子
あよ実
あらえびす
あらた
あらん
あらんな
あら子
あり
ありあ
ありえ
ありか
ありく
ありさ
ありし
ありす
ありな
ありほ
ありみ
ありる
ありん
あり佐
あり作
あり奈
あり左
あり彩
あり早
あり沙
あり砂
あり紗
あるい
あるか
あるこ
あるた
あると
あるの
あるは
あるま
あるみ
あるる
あれい
あれん
あろは
あろま
あろみ
あろ花
あわい
あわね
あわび
あわ乃
あわ実
あゐり
あゑ子
あを
あをい
あをず
あん
あんこ
あんざ
あんじ
あんず
あんだ
あんと
あんな
あんね
あんみ
あんり
あん二
あん利
あん南
あん名
あん吏
あん奈
あん子
あん寿
あん李
あん梨
あん樹
あん珠
あん理
あん璃
あん莉
あん菜
あん里
あん音
あーみん
あーや
あ也
あ以子
あ子
あ江子
あ衣子
い
いあら
いいな
いう子
いえ
いえこ
いえ子
いお
いおな
いおり
いおる
いお子
いお莉
いお里
いかこ
いかほ
いかり
いき
いきこ
いき子
いき雄
いく
いくえ
いくか
いくこ
いくせ
いくな
いくね
いくの
いくほ
いくみ
いくよ
いくゑ
いく世
いく代
いく味
いく子
いく巳
いく帆
いく恵
いく慧
いく未
いく枝
いく江
いく海
いく穂
いく絵
いく美
いく見
いく重
いぐさ
いこ
いさ
いさき
いさこ
いさと
いさな
いさね
いさみ
いさや
いさり
いさゑ
いさを
いさ夫
いさ奈
いさ子
いさ江
いざや
いし
いしえ
いしこ
いし子
いし江
いすえ
いすず
いすみ
いすゞ
いず
いずか
いずき
いずこ
いずな
いずは
いずほ
いずみ
いずも
いずる
いず実
いず美
いせ
いせこ
いせよ
いせ女
いそ
いそえ
いそか
いそじ
いその
いそみ
いそゑ
いそ夢
いそ子
いそ実
いそ江
いそ美
いたち
いたる
いち
いちえ
いちか
いちこ
いちご
いちご姫
いちず
いちな
いちの
いちのび
いちま
いちみ
いちよ
いちる
いちゑ
いち乃
いち子
いち江
いち花
いっとう
いつ
いつか
いつき
いつくしみ
いつこ
いつな
いつね
いつの
いつは
いつほ
いつみ
いつも
いつよ
いつわ
いつゑ
いつ世
いつ代
いつ佳
いつ保
いつ和
いつ子
いつ実
いつ慧
いつ枝
いつ江
いつ絵
いつ美
いつ華
いつ葉
いつ香
いづな
いづほ
いづみ
いづみこ
いづみ子
いづも
いづる
いづ子
いづ実
いづ水
いづ美
いであ
いでほ
いでみ
いと
いとえ
いとか
いとこ
いとし
いとじ
いとせ
いとな
いとの
いとよ
いとゑ
いと子
いと実
いと江
いと美
いと音
いなえ
いなお
いなこ
いなみ
いな保
いな子
いな帆
いな歩
いな甫
いな穂
いね
いねこ
いねみ
いね子
いの
いのり
いの子
いはこ
いはほ
いはを
いふみ
いぶき
いぶ喜
いぶ希
いぶ記
いぶ貴
いぶ輝
いほこ
いほり
いほ子
いまえ
いまこ
いまり
いまる
いま子
いま里
いみ
いみ子
いめ子
いやこ
いよ
いよな
いよの
いよみ
いよら
いより
いよ子
いら
いらこ
いらほ
いり
いりあ
いりす
いりー
いり子
いるか
いるま
いるみ
いるる
いれん
いろか
いろは
いろみ
いろり
いろ葉
いろ音
いわえ
いわこ
いわみ
いわを
いわ子
いわ江
いゐ
いゑ
いゑ子
いを
いをり
いを子
いんいん
いんく
い乃り
い久
い久乃
い久子
い代子
い志
い志子
い志江
い江
うい
ういな
ういよ
うい子
ううら
うえの
うえら
うかり
うき
うきは
うさ
うさぎ
うさこ
うさみ
うさ子
うしお
うしほ
うしを
うずめ
うた
うたう
うたか
うたげ
うたの
うたへ
うたゑ
うた代
うた子
うちぬ
うつぎ
うつみ
うつ木
うづき
うづめ
うてな
うな
うね
うねび
うねみ
うの
うばら
うふふ
うみ
うみを
うみ子
うめ
うめえ
うめこ
うめの
うめを
うめ代
うめ女
うめ子
うら
うらな
うらら
うららか
うらん
うらゝ
うら子
うら蘭
うるあ
うるか
うるは
うるみ
うるる
うれい
うゐ
うん平
う多子
う津ほ
う礼良
えあ
えあら
えい
えいか
えいみ
えいり
えい子
えう子
えがお
えぎな
えくぼ
えこ
えざよ
えし
えし子
えすか
えすてる
えち
えっそ
えっへん
えつ
えつこ
えつとむ
えつ代
えつ子
えつ香
えとわ
えな
えなみ
えな子
えに
えにこ
えのは
えば
えひめ
えびね
えび蔵
えふ
えほん
えま
えまり
えみ
えみい
えみか
えみこ
えみり
えみりい
えみる
えみ子
えみ菜
えむ
えめ
えり
えりあ
えりい
えりえ
えりか
えりこ
えりさ
えりだ
えりな
えりぬ
えりの
えりほ
えりみ
えりる
えり佳
えり夏
えり奈
えり子
えり恵
えり歌
えり沙
えり穂
えり紗
えり緒
えり花
えり菜
えり萌
えり香
える
えるな
えるむ
えるも
える子
える沙
えれな
えれん
えん
えんな
えんね
えーた
えーもん
おうめ
おおみ
おおら
おかつ
おきな
おきの
おき奈
おく
おくい
おく乃
おこん
おさ
おさみ
おさゐ
おさ女
おさ子
おしえ
おしさ
おしん
おたま
おちえ
おちこ
おちば
おつぎ
おつね
おつ代
おてる
おとぎ
おとめ
おとわ
おと姫
おはな
おぶね
おぼろ
おぼん
おまゆ
おま子
おみ
おみな
おもい
おもこ
おもちゃ
おもゆ
おもん
おゆみ
おらい
おりえ
おりこ
おりさ
おりね
おりべ
おりめ
おり惠
おり江
おり絵
おり部
おるが
おるね
おれんじ
おろち
おわ
おわさ
おん
おんぷ
おんみ
おニャン子
お七
お仙
お伝
お倉
お勝
お娟
お子
お幸
お志宇
お志津
お東世
お浜
お濃
お玉
お直
お葉
お裕
お軽
お輪
お鈴
お銀
お雪
かい
かいあ
かいこ
かいさ
かいで
かいと
かいな
かいり
かいん
かい子
かう
かうこ
かう子
かえ
かえで
かえる
かえ子
かおね
かおり
かおる
かおる子
かお理
かお琉
かお里
かかずゆみ
かがみ
かがり
かきえ
かきね
かぎ
かく
かくみ
かくら
かく子
かぐえ
かぐみ
かぐや
かぐら
かぐわ
かぐ耶
かける
かこ
かごめ
かさご
かさね
かさ音
かざか
かざね
かざ寧
かざ美
かざ音
かしく
かしこ
かしみ
かしわ
かし代
かし子
かじ
かじ子
かすが
かすこ
かすみ
かす美
かす見
かずあ
かずい
かずえ
かずか
かずき
かずこ
かずさ
かずのり
かずは
かずほ
かずみ
かずや
かずよ
かずら
かずゑ
かずを
かず夫
かず子
かず恵
かず枝
かず歩
かず水
かず江
かず穂
かず美
かず葉
かせん
かち
かちえ
かちみ
かち子
かぢえ
かつ
かつい
かつえ
かつこ
かつじ
かつぢ
かつの
かつへ
かつみ
かつよ
かつら
かつゑ
かつを
かつ代
かつ子
かつ彦
かつ枝
かつ江
かつ美
かづ
かづえ
かづき
かづこ
かづは
かづみ
かづよ
かづゑ
かづ子
かづ左
かづ枝
かづ美
かでなれおん
かとれ
かな
かなう
かなえ
かなこ
かなた
かなで
かなと
かなの
かなは
かなび
かなふ
かなへ
かなみ
かなむ
かなめ
かなら
かなり
かなる
かなれ
かなゑ
かなん
かな女
かな子
かな恵
かな映
かな枝
かな江
かな美
かな芽
かぬう
かね
かねじ
かねみ
かねゑ
かね代
かね子
かね実
かね江
かね美
かの
かのあ
かのう
かのえ
かのこ
かのと
かのみ
かのり
かのゑ
かのん
かの子
かの恵
かの江
かの花
かの香
かひな
かひね
かぷり
かへで
かほ
かほみ
かほり
かほる
かほる子
かほん
かほ子
かほ律
かほ李
かほ梨
かほ莉
かほ里
かまと
かま子
かみ子
かめ
かめの
かめを
かめ代
かめ子
かもめ
かや
かやこ
かやな
かやの
かやほ
かやみ
かや乃
かや子
かや香
かゆら
かゆり
かよ
かよい
かよこ
かよの
かよひ
かよみ
かより
かよ子
かよ実
からん
かりい
かりえ
かりさ
かりす
かりな
かりね
かりん
かりん子
かるえ
かるな
かるら
かるり
かれの
かれん
かれんま
かろさ
かろな
かろみ
かわる
かゑ
かをり
かをる
かを子
かを理
かを里
かん
かんな
かんろ
かん奈
かん子
か乃
か代子
か子
か寿枝
か寿江
か本り
か津
か津よ
がなり
がら
きあら
きあり
きい
きいと
きいろ
きい子
きうい
きえ
きえ子
きおり
きか
きく
きくい
きくえ
きくこ
きくゑ
きくを
きく乃
きく代
きく以
きく奈
きく姫
きく子
きく実
きく恵
きく枝
きく水
きく江
きく美
きく野
きこり
きさ
きさえ
きさら
きさらぎ
きさ子
きさ江
きし
きしゑ
きし子
きじゅき
きずく
きずな
きせと
きせ子
きた子
きち
きち兵衛
きち子
きっか
きっこ
きつね
きつよ
きづく
きづな
きてぃあ
きと
きなこ
きなり
きな子
きぬ
きぬえ
きぬこ
きぬよ
きぬる
きぬゑ
きぬ代
きぬ子
きぬ恵
きぬ江
きぬ絵
きねを
きね子
きの
きのか
きのこ
きのみ
きのゑ
きの子
きの字
きひろ
きまち
きみ
きみい
きみえ
きみか
きみこ
きみどり
きみの
きみへ
きみよ
きみゑ
きみを
きみ与
きみ代
きみ佳
きみ女
きみ子
きみ恵
きみ枝
きみ江
きみ絵
きみ路
きむ
きむ子
きゃら
きゃん
きやう
きや子
きゆ
きょう
きょうこ
きょう子
きょう湖
きょう美
きよ
きよい
きよい子
きよえ
きよか
きよこ
きよし
きよなみ
きよね
きよの
きよほ
きよみ
きよら
きより
きよれ
きよゑ
きよを
きよ奈
きよ子
きよ実
きよ彦
きよ志
きよ恵
きよ江
きよ美
きよ花
きよ葉
きら
きらら
きらり
きり
きりか
きりこ
きりな
きりの
きりり
きりを
きりん
きり子
きるみ
きれえ
きわ
きわ子
きゐ
きゑ
きゑこ
きゑ子
きを
きん
きんに
きんの
きん代
きん太郎
きん子
きん枝
きん歌
きミ
き乃
き代子
き実子
き実江
き江
き江子
き美子
き美江
ぎょうじ
ぎん
くい
くいな
くおん
くくる
くぐい
くさみ
くじら
くすみ
くす香
くちゃ代
くに
くにえ
くにか
くにゑ
くにを
くに代
くに子
くに恵
くに美
くぬぎ
くの
くの子
くまゑ
くまを
くま子
くみ
くみこ
くみみ
くみよ
くみ子
くめ
くめよ
くめ子
くゆは
くら
くらげ
くらじ
くらは
くらま
くらよ
くらら
くら子
くり
くりあ
くりえ
くりか
くりさ
くりす
くりむ
くりん
くり子
くり菜
くる
くると
くるみ
くるめ
くるよ
くるり
くるる
くる実
くる美
くれあ
くれな
くれは
くれほ
くれ子
くれ葉
くろよ
くわ
くわこ
くんすく
ぐみい
ぐみお
ぐら
ぐりこ
けあき
けい
けいこ
けいし
けいす
けいと
けいな
けいひ
けい一
けい子
けい石
けうら
けえ子
けさがめ
けさちよ
けさみ
けさよ
けさゑ
けさ子
けさ江
けさ美
けしの
けしを
けっけ
けみ子
けめこ
けめ子
けやき
けよ子
けゑ
けゑ子
けん
けん一
けん二
けん吾
けん子
けん輔
げん
げんき
げんゆ
こあ
こあつ
こあら
こいせ
こいそ
こいづ
こいと
こいね
こう
こうき
こうこ
こうじ
こう一
こう子
こえず
こえだ
こお
こおじ
こかげ
こかね
こかほ
こから
こがね
こきり
こくり子
ここ
ここあ
ここな
ここね
ここの
ここみ
ここも
ここり
こころ
こころ子
ここ寧
ここ美
ここ蕗
こさと
こしお
こしら
こすぎ
こすみ
こすも
こすもす
こすゑ
こずえ
こずみ
こずも
こずゑ
こず恵
こず末
こず枝
こず江
こず絵
こたに
こだち
こだま
こちま
こちょう
こつ子
こづえ
こづゑ
こづ枝
こづ江
こと
ことい
ことえ
ことこ
ことじ
ことぢ
ことと
ことな
ことに
ことね
ことは
ことみ
ことも
ことり
ことゑ
こと乃
こと子
こと実
こと枝
こと江
こと美
こと葉
こなつ
こなみ
こな実
こな美
この
このあ
このえ
このか
このは
このみ
このよ
このゑ
このん
この佳
この実
この美
この羽
この葉
こはぎ
こはく
こはな
こはま
こひ
こひで
こひろ
こひ都
こびか
こぶ平
こまき
こまち
こまつ
こまゆ
こまり
こまゑ
こまを
こまん
こま子
こみち
こみつ
こみね
こみ加
こむぎ
こもも
こもり
こゆ
こゆき
こゆみ
こゆら
こゆり
こゆる
こよ
こよみ
こより
こりん
こるく
こるり
これかよ
ころな
ころも
ころん
こゐと
こん平
こ子
こ桃
こ由祈
こ阿
ごう
さあち
さあな
さあや
さあり
さあ美
さい
さいこ
さいは
さいら
さいりん
さいん
さい子
さうの
さうみ
さうめ
さうら
さうり
さえ
さえか
さえこ
さえじ
さえな
さえの
さえみ
さえら
さえり
さえ子
さえ実
さえ美
さえ香
さおり
さお哩
さお美
さお里
さかえ
さかな
さかね
さかへ
さかゆ
さかゑ
さか子
さか恵
さか枝
さか栄
さか江
さがの
さがみ
さが美
さき
さきな
さきの
さきほ
さきよ
さきゑ
さき代
さき奈
さき子
さき江
さぎり
さく
さくあ
さくえ
さくの
さくみ
さくも
さくや
さくよ
さくら
さくらこ
さくらんぼ
さくら子
さくら恋
さくゑ
さくを
さく子
さく枝
さく良
ささえ
ささみ
ささめ
ささよ
ささら
ささを
ささ香
さざえ
さざなみ
さざみ
さざれ
さず希
さた
さたえ
さたよ
さた女
さだ
さだみ
さだよ
さだゑ
さだを
さだ子
さだ枝
さだ江
さち
さちあ
さちえ
さちか
さちこ
さちと
さちの
さちば
さちほ
さちみ
さちや
さちゆう
さちよ
さち世
さち乃
さち代
さち子
さち実
さち恵
さち穂
さち美
さつき
さつき女
さつな
さつゑ
さつ子
さつ希
さつ江
さと
さとい
さとう珠緒
さとか
さとこ
さとの
さとみ
さとよ
さとり
さとる
さとわ
さとゑ
さと士
さと子
さと実
さと恵
さと未
さと梨
さと江
さと流
さと美
さな
さなえ
さなぎ
さなこ
さなへ
さなみ
さなり
さなる
さな子
さな江
さの
さのえ
さび子
さふい
さふら
さぷり
さへ子
さほ
さほの
さほみ
さほり
さほ子
さみ
さみこ
さみね
さみよ
さみ子
さや
さやか
さやぎ
さやこ
さやせ
さやな
さやね
さやの
さやみ
さやん
さや与
さや佳
さや加
さや夏
さや子
さや希
さや花
さや芽
さや華
さや葉
さや香
さゆか
さゆき
さゆこ
さゆみ
さゆら
さゆり
さゆる
さゆ子
さゆ梨
さゆ紀
さゆ美
さゆ葉
さゆ里
さよ
さよい
さよか
さよこ
さよみ
さより
さよ子
さら
さらさ
さらだ
さらな
さらのめ
さらみ
さらら
さらん
さら沙
さり
さりあ
さりぃ
さりい
さりえ
さりか
さりな
さりま
さり奈
さり子
さわ
さわか
さわこ
さわの
さわみ
さわやか
さわらび
さわゑ
さわ代
さわ子
さゑ
さゑみ
さゑ子
さゑ実
さゑ美
さをり
さを理
さを里
さんご
さん光
さん八
さん助
さん吉
さん喬
さん弥
さん枝
さん馬
さゝを
さゞえ
さーら
さ久ら
さ代子
さ希
さ恵
さ愛
さ江
さ江子
さ津き
さ由里
さ織
ざくろ
ざこば
ざぼう
しあ
しあせ
しぃ
しぃな
しい
しいな
しいの
しい奈
しい子
しうか
しぇら
しぇり
しえ
しえか
しえな
しえり
しえる
しえ奈
しおみ
しおや
しおり
しおん
しお梨
しか
しかの
しか子
しき
しきの
しきゑ
しき子
しき穂
しぎの
しぎ子
しくれ
しくゑ
しぐさ
しぐれ
しけ
しげ
しげい
しげじ
しげの
しげみ
しげり
しげる
しげを
しげ代
しげ伸
しげ子
しげ美
しさの
しさ子
しじま
しじみ
しず
しずえ
しずか
しずき
しずく
しずの
しずの女
しずよ
しずる
しずゑ
しず代
しず加
しず子
しず江
しず香
しだれ
しっぽ
しつ
しつよ
しづ
しづえ
しづか
しづき
しづく
しづこ
しづし
しづの女
しづへ
しづよ
しづゑ
しづを
しづ乃
しづ代
しづ可
しづ子
しづ枝
しづ江
しづ香
してん
しとか
しとゑ
しな
しなえ
しなこ
しなの
しなやか
しな乃
しな子
しな江
しの
しのあ
しのぎ
しのぐ
しのは
しのび
しのふ
しのぶ
しのみ
しのん
しの武
しの歩
しの江
しの舞
しの野
しびら
しふぉん
しふみ
しぶき
しほ
しほの
しほみ
しほり
しほ子
しほ実
しほ美
しほ里
しま
しまえ
しまこ
しまよ
しまり
しま子
しめ
しめ子
しも子
しゃう
しゃち子
しゃねる
しやう
しゅうか
しゅうる
しゅう子
しゅか
しゅな
しゅはり
しゅら
しゅらね
しゅん
しゆな
しゆら
しゆん
しょう
しょうこ
しょうち
しょう子
しよの
しより
しよん
しらべ
しりか
しろがね
しゑ
しをり
しをん
しを子
しん
しんじゅ
しんの助
しんべー
しん也
しん子
しん平
しヲ美
しーま
し乃
し乃ぶ
し津ゑ
じぇあん
じお
じつ子
じゃう
じゃじゃ
じゅな
じゅにあ
じゅには
じゅよみ
じゅら
じゅり
じゅりあ
じゅりな
じゅりほ
じゅりや
じゅん
じゅんか
じゅんな
じゅん子
じょう
じょえり
じん子
すあり
すい
すいか
すいこ
すいむ
すい子
すい芽
すう
すう子
すえこ
すえの
すえ子
すおう
すおみ
すお実
すお美
すかや
すが
すがた
すがね
すがの
すがみ
すが子
すぎ
すぎえ
すぎお
すぎの
すぎゑ
すぎ代
すぎ子
すぐみ
すぐり
すぐる
すぐれ
すげ
すげい
すげ子
すこやか
すざん
すしの
すすえ
すすき
すず
すずえ
すずか
すずこ
すずな
すずの
すずへ
すずほ
すずま
すずみ
すずめ
すずよ
すずら
すずらん
すずり
すずろ
すずろく
すずゐ
すずゑ
すず乃
すず代
すず子
すず恵
すず江
すず花
すず菜
すず那
すず音
すず香
すせの
すだま
すち
すづ
すづえ
すづか
すづね
すづへ
すづみ
すづよ
すづ代
すづ子
すて
すてら
すて子
すで
すなえ
すなお
すなほ
すなみ
すなを
すな保
すな子
すな緒
すのう
すはる
すばる
すぴか
すへ子
すまこ
すま子
すみ
すみい
すみえ
すみか
すみへ
すみよ
すみれ
すみれな
すみれ女
すみれ子
すみゑ
すみ代
すみ子
すみ恵
すみ枝
すみ江
すみ礼
すみ香
すみ麗
すめる
すめ子
すもも
すや
すやか
すや子
すゆか
すらび
するみ
すわ
すわり
すわ子
すゐ子
すゑ
すゑの
すゑよ
すゑを
すゑ子
すゞ
すゞえ
すゞへ
すゞよ
すゞゑ
すゞ女
すゞ子
す江
す江子
す津
す美れ
ずい
ずいらん
せあら
せいあ
せいか
せいこ
せいむ
せいら
せいゝち
せい子
せえ
せえぬ
せかい
せき
せきい
せきえ
せき女
せき子
せく
せしか
せしる
せす子
せせら
せせらぎ
せち
せちあ
せつ
せつこ
せつな
せつみ
せつよ
せつり
せつを
せつ子
せつ枝
せつ美
せとな
せとら
せなつ
せねむ
せひろ
せぴあ
せゆ
せら
せらふ
せり
せりか
せりさ
せりな
せりは
せり乃
せり佳
せり奈
せり菜
せり葉
せり野
せるな
せれさ
せれな
せろな
せをち
せん
せんげさ
せんな
せん八
せん城
せん子
せ津
ぜりい
ぜん馬
そあら
そう
そうこ
そうび
そえる
そおし
そおた
そおび
そしあ
そそ
そで子
そとり
そと子
そな
そなみ
そな子
その
そのい
そのえ
そのこ
そのは
そのふ
そのぶ
そのみ
そのよ
そのら
そのゑ
そのを
その叶
その子
その実
その恵
その枝
その江
その絵
その美
そめ
そめ子
そよ
そよか
そよかぜ
そよぎ
そよぐ
そよこ
そよの
そよみ
そより
そよ乃
そよ加
そよ子
そよ美
そよ花
そよ華
そよ風
そよ香
そら
そらの
そらみ
そらり
そら太
そら美
そりや
それあ
そわか
そを
そーいち
たあ
たあ子
たい
たいが
たいこ
たいち
たい子
たえ
たえこ
たえ子
たおやか
たお子
たか
たかあき
たかえ
たかこ
たかし
たかしげ
たかし子
たかじん
たかち
たかね
たかの
たかのり
たかは
たかはし智秋
たかみ
たから
たかを
たか大
たか女
たか子
たか実
たか広
たか志
たか江
たか綱
たか音
たがめ
たきえ
たきこ
たきの
たきほ
たきを
たき子
たく
たくこ
たくみ
たけ
たけし
たけじ
たけを
たけ子
たけ志
たけ緒
たさ子
たしか
たしぎ
たすく
たす子
たずえ
たずさえ
たずな
たず子
たせ
ただみ
ただを
ただ子
たちよ
たち子
たっかん
たつ
たつい
たつえ
たつき
たつこ
たつせ
たつた
たつへ
たつみ
たつる
たつろ
たつゑ
たつを
たつ代
たつ夫
たつ子
たつ恵
たつ枝
たつ江
たつ美
たづ
たづえ
たづさ
たづな
たづぬ
たづみ
たづる
たづゑ
たづ子
たなは
たなみ
たな奈
たな子
たね
たね子
たのし
たの子
たばさ
たへ
たへな
たへ子
たま
たまえ
たまお
たまき
たまご
たまてば子
たまみ
たまめ
たまもも
たまゆ
たまよ
たまゑ
たま代
たま子
たま恵
たま江
たま緒
たま美
たみ
たみえ
たみこ
たみじん
たみよ
たみゑ
たみを
たみん
たみ子
たみ恵
たみ枝
たみ樹
たみ江
ため
ため子
たもと
たも子
たも香
たやか
たゆ
たより
たらさ
たりた
たり穂
たると
たるひ
たるみ
たるろ
たわ
たゑ
たゑこ
たゑ子
たをり
たんくろう
たんす
たんぽぽ
たゞし
たゞを
た久子
た以子
た弥
た津子
だいあ
だいだい
だてこき
だめ夫
だらにすけ
だりあ
だん
だん吉
だん平
ちあ
ちあき
ちあさ
ちあみ
ちあゆ
ちあら
ちあり
ちある
ちぃ
ちい
ちいと
ちいほ
ちい子
ちう
ちうじ
ちう吉
ちう子
ちぇり
ちえ
ちえこ
ちえの
ちえま
ちえみ
ちえり
ちえる
ちえ子
ちえ美
ちお
ちおり
ちか
ちかえ
ちかげ
ちかこ
ちかぜ
ちかな
ちかの
ちかほ
ちかよ
ちかり
ちかる
ちかゑ
ちかを
ちか代
ちか子
ちがや
ちき
ちぎり
ちくも
ちくら
ちぐさ
ちぐみ
ちぐ沙
ちげ
ちこ
ちこく
ちこと
ちこり
ちさ
ちさき
ちさと
ちさの
ちさ子
ちさ実
ちさ登
ちさ美
ちさ都
ちしほ
ちしる
ちすず
ちす子
ちずえ
ちずこ
ちずみ
ちずゑ
ちず子
ちせ
ちせと
ちそよ
ちた子
ちぢみ
ちづ
ちづえ
ちづか
ちづこ
ちづみ
ちづよ
ちづる
ちづゑ
ちづ代
ちづ子
ちづ枝
ちづ穂
ちてき
ちとえ
ちとせ
ちと瀬
ちどり
ちな
ちなせ
ちなつ
ちなみ
ちなる
ちな子
ちな璃
ちな美
ちな都
ちぬ
ちね
ちの
